amedas_id,amedas_subid,fuken_name,fuken_id,type,f_pre,f_tem,f_sun,station_name,station_name_kana,location,latitude,longitude,height,station_id,pref_name,pref_code,region_name,region_sort_order,station_id,station_kbn
31466,0,青森,31,四,Y,Y,Y,黒石,クロイシ,黒石市馬場尻南,40.6667,140.5850,30,167,青森県,2,東北,2,0167,A
31482,0,青森,31,四,Y,Y,Y,酸ケ湯,スカユ,青森市荒川字南荒川山国有林酸ケ湯沢,40.6483,140.8483,890,1079,青森県,2,東北,2,1079,A
31506,0,青森,31,四,Y,Y,Y,三沢,ミサワ,三沢市東町,40.6750,141.3750,39,169,青森県,2,東北,2,0169,A
31586,0,青森,31,四,Y,Y,Y,十和田,トワダ,十和田市相坂字相坂,40.5950,141.2467,42,172,青森県,2,東北,2,0172,A
31602,0,青森,31,官,Y,Y,Y,八戸,ハチノヘ,八戸市湊町字館鼻　八戸特別地域気象観測所,40.5267,141.5217,27,47581,青森県,2,東北,2,47581,S
31646,0,青森,31,四,Y,Y,Y,碇ケ関,イカリガセキ,平川市碇ヶ関阿原,40.4817,140.6200,135,175,青森県,2,東北,2,0175,A
31662,0,青森,31,四,Y,Y,Y,休屋,ヤスミヤ,十和田市大字奥瀬字十和田湖畔休屋,40.4267,140.8983,414,177,青森県,2,東北,2,0177,A
31721,0,青森,31,四,Y,Y,Y,三戸,サンノヘ,三戸郡三戸町川守田字寺ノ沢,40.3833,141.2567,60,179,青森県,2,東北,2,0179,A
32056,0,秋田,32,四,Y,Y,Y,八森,ハチモリ,山本郡八峰町八森木戸沢,40.3883,139.9817,31,1043,秋田県,5,東北,2,1043,A
32111,0,秋田,32,四,Y,Y,Y,能代,ノシロ,能代市緑町,40.1983,140.0317,6,183,秋田県,5,東北,2,0183,A
32126,0,秋田,32,四,Y,Y,Y,鷹巣,タカノス,北秋田市旭町,40.2267,140.3717,29,184,秋田県,5,東北,2,0184,A
32136,0,秋田,32,四,Y,Y,Y,大館,オオダテ,大館市出川字上野,40.2517,140.5050,49,912,秋田県,5,東北,2,0912,A
32146,0,秋田,32,四,Y,Y,Y,鹿角,カヅノ,鹿角市花輪字荒田,40.2150,140.7867,123,185,秋田県,5,東北,2,0185,A
32206,0,秋田,32,四,Y,Y,Y,湯瀬,ユゼ,鹿角市八幡平湯瀬字一羽根,40.1200,140.8400,214,186,秋田県,5,東北,2,0186,A
32266,0,秋田,32,四,Y,Y,Y,八幡平,ハチマンタイ,鹿角市八幡平字熊沢外8国有林,40.0133,140.8017,578,1289,秋田県,5,東北,2,1289,A
32286,0,秋田,32,四,Y,Y,Y,男鹿,オガ,男鹿市脇本脇本字上野,39.9117,139.9000,20,1036,秋田県,5,東北,2,1036,A
32287,0,秋田,32,四,Y,Y,Y,大潟,オオガタ,南秋田郡大潟村大潟,40.0000,139.9500,-3,1035,秋田県,5,東北,2,1035,A
32296,0,秋田,32,四,Y,Y,Y,五城目,ゴジョウメ,南秋田郡五城目町上樋口字屋岸,39.9383,140.1150,6,188,秋田県,5,東北,2,0188,A
32311,0,秋田,32,四,Y,Y,Y,阿仁合,アニアイ,北秋田市阿仁水無字畑町裏,39.9933,140.4033,120,1131,秋田県,5,東北,2,1131,A
32402,0,秋田,32,官,Y,Y,Y,秋田,アキタ,秋田市山王　秋田地方気象台,39.7167,140.0983,6,47582,秋田県,5,東北,2,47582,S
32407,0,秋田,32,四,Y,Y,Y,岩見三内,イワミサンナイ,秋田市河辺三内字外川原,39.7067,140.2867,41,192,秋田県,5,東北,2,0192,A
32466,0,秋田,32,四,Y,Y,Y,角館,カクノダテ,仙北市角館町小勝田鵜の崎,39.6033,140.5567,56,193,秋田県,5,東北,2,0193,A
32476,0,秋田,32,四,Y,Y,Y,田沢湖,タザワコ,仙北市田沢湖生保内字宮の後,39.6983,140.7317,230,194,秋田県,5,東北,2,0194,A
32496,0,秋田,32,四,Y,Y,Y,大正寺,ダイショウジ,秋田市雄和新波字寺沢,39.5267,140.2333,20,1050,秋田県,5,東北,2,1050,A
32551,0,秋田,32,四,Y,Y,Y,大曲,オオマガリ,大仙市四ツ屋字下古道,39.4900,140.4950,30,195,秋田県,5,東北,2,0195,A
32571,0,秋田,32,四,Y,Y,Y,本荘,ホンジョウ,由利本荘市埋田字用堰南,39.3600,140.0550,11,196,秋田県,5,東北,2,0196,A
32581,0,秋田,32,四,Y,Y,Y,東由利,ヒガシユリ,由利本荘市東由利老方字後田,39.3050,140.2883,117,1117,秋田県,5,東北,2,1117,A
32596,0,秋田,32,四,Y,Y,Y,横手,ヨコテ,横手市横手町大樋,39.3200,140.5550,59,198,秋田県,5,東北,2,0198,A
32616,0,秋田,32,四,Y,Y,Y,象潟,キサカタ,にかほ市象潟町字琴和喜,39.2217,139.9017,5,199,秋田県,5,東北,2,0199,A
32626,0,秋田,32,四,Y,Y,Y,矢島,ヤシマ,由利本荘市矢島町城内字築館,39.2350,140.1367,46,200,秋田県,5,東北,2,0200,A
32691,0,秋田,32,四,Y,Y,Y,湯沢,ユザワ,湯沢市金谷字樋ノ口,39.1867,140.4633,74,202,秋田県,5,東北,2,0202,A
32771,0,秋田,32,四,Y,Y,Y,湯の岱,ユノタイ,湯沢市秋の宮字湯の岱,38.9600,140.5283,335,204,秋田県,5,東北,2,0204,A
33006,0,岩手,33,四,Y,Y,Y,種市,タネイチ,九戸郡洋野町種市第21地割,40.4033,141.7000,70,205,岩手県,3,東北,2,0205,A
33026,0,岩手,33,四,Y,Y,Y,軽米,カルマイ,九戸郡軽米町軽米第3地割字中坪,40.3167,141.4733,153,206,岩手県,3,東北,2,0206,A
33071,0,岩手,33,四,Y,Y,Y,二戸,ニノヘ,二戸市堀野字馬場,40.2967,141.2983,87,207,岩手県,3,東北,2,0207,A
33136,0,岩手,33,四,Y,Y,Y,山形,ヤマガタ,久慈市山形町川井,40.1483,141.5717,290,1219,岩手県,3,東北,2,1219,A
33146,0,岩手,33,四,Y,Y,Y,久慈,クジ,久慈市川崎町第3地割,40.1883,141.7750,5,209,岩手県,3,東北,2,0209,A
33166,0,岩手,33,四,Y,Y,Y,荒屋,アラヤ,八幡平市叺田,40.1033,141.0500,290,1120,岩手県,3,東北,2,1120,A
33176,0,岩手,33,四,Y,Y,Y,奥中山,オクナカヤマ,二戸郡一戸町小繋字西田子,40.0600,141.2250,430,1215,岩手県,3,東北,2,1215,A
33186,0,岩手,33,四,Y,Y,Y,葛巻,クズマキ,岩手郡葛巻町葛巻第16地割,40.0383,141.4367,390,211,岩手県,3,東北,2,0211,A
33206,0,岩手,33,四,Y,Y,Y,普代,フダイ,下閉伊郡普代村第13地割字普代,40.0033,141.8833,8,1123,岩手県,3,東北,2,1123,A
33226,0,岩手,33,四,Y,Y,Y,岩手松尾,イワテマツオ,八幡平市野駄,39.9517,141.0650,275,214,岩手県,3,東北,2,0214,A
33296,0,岩手,33,四,Y,Y,Y,好摩,コウマ,盛岡市玉山区好摩字芋田向,39.8683,141.1667,205,1032,岩手県,3,東北,2,1032,A
33326,0,岩手,33,四,Y,Y,Y,岩泉,イワイズミ,下閉伊郡岩泉町岩泉字中家,39.8467,141.7967,105,218,岩手県,3,東北,2,0218,A
33336,0,岩手,33,四,Y,Y,Y,小本,オモト,下閉伊郡岩泉町中島字長内,39.8400,141.9533,10,1212,岩手県,3,東北,2,1212,A
33371,0,岩手,33,四,Y,Y,Y,藪川,ヤブカワ,盛岡市玉山区薮川字外山,39.7833,141.3283,680,1078,岩手県,3,東北,2,1078,A
33421,0,岩手,33,四,Y,Y,Y,雫石,シズクイシ,岩手郡雫石町第40地割字千刈田,39.6967,140.9750,195,221,岩手県,3,東北,2,0221,A
33431,0,岩手,33,官,Y,Y,Y,盛岡,モリオカ,盛岡市山王町　盛岡地方気象台,39.6983,141.1650,155,47584,岩手県,3,東北,2,47584,S
33441,0,岩手,33,四,Y,Y,Y,区界,クザカイ,宮古市川井田代第2地割字田代,39.6500,141.3533,760,1447,岩手県,3,東北,2,1447,A
33472,0,岩手,33,官,Y,Y,Y,宮古,ミヤコ,宮古市鍬ケ崎下町　宮古特別地域気象観測所,39.6467,141.9650,43,47585,岩手県,3,東北,2,47585,S
33501,0,岩手,33,四,Y,Y,Y,紫波,シワ,紫波郡紫波町稲藤字七郷,39.5467,141.1267,125,1128,岩手県,3,東北,2,1128,A
33526,0,岩手,33,四,Y,Y,Y,川井,カワイ,宮古市川井,39.5983,141.6817,192,1224,岩手県,3,東北,2,1224,A
33561,0,岩手,33,四,Y,Y,Y,沢内,サワウチ,和賀郡西和賀町沢内川舟,39.4800,140.7983,327,1118,岩手県,3,東北,2,1118,A
33581,0,岩手,33,四,Y,Y,Y,大迫,オオハサマ,花巻市大迫町大迫第13地割,39.4700,141.2783,150,228,岩手県,3,東北,2,0228,A
33616,0,岩手,33,四,Y,Y,Y,山田,ヤマダ,下閉伊郡山田町織笠第11地割,39.4500,141.9567,24,1033,岩手県,3,東北,2,1033,A
33631,0,岩手,33,四,Y,Y,Y,湯田,ユダ,和賀郡西和賀町上野々第39地割,39.3100,140.7767,250,229,岩手県,3,東北,2,0229,A
33671,0,岩手,33,四,Y,Y,Y,遠野,トオノ,遠野市松崎町白岩,39.3367,141.5383,273,231,岩手県,3,東北,2,0231,A
33716,0,岩手,33,四,Y,Y,Y,北上,キタカミ,北上市芳町,39.2883,141.1100,61,230,岩手県,3,東北,2,0230,A
33751,0,岩手,33,四,Y,Y,Y,釜石,カマイシ,釜石市鈴子町,39.2733,141.8700,5,233,岩手県,3,東北,2,0233,A
33776,0,岩手,33,四,Y,Y,Y,若柳,ワカヤナギ,奥州市胆沢区若柳字下松原,39.1317,141.0633,100,235,岩手県,3,東北,2,0235,A
33781,0,岩手,33,四,Y,Y,Y,江刺,エサシ,奥州市江刺区愛宕字八日市,39.1833,141.1617,42,236,岩手県,3,東北,2,0236,A
33801,0,岩手,33,四,Y,Y,Y,住田,スミタ,気仙郡住田町世田米字川向,39.1417,141.5733,80,1206,岩手県,3,東北,2,1206,A
33877,0,岩手,33,官,Y,Y,Y,大船渡,オオフナト,大船渡市大船渡町字赤沢　大船渡特別地域気象観測所,39.0633,141.7133,37,47512,岩手県,3,東北,2,47512,S
33911,0,岩手,33,四,Y,Y,Y,一関,イチノセキ,一関市竹山町,38.9333,141.1250,32,238,岩手県,3,東北,2,0238,A
33921,0,岩手,33,四,Y,Y,Y,千厩,センマヤ,一関市千厩町千厩字北方,38.9217,141.3300,120,239,岩手県,3,東北,2,0239,A
34012,0,宮城,34,四,Y,Y,Y,駒ノ湯,コマノユ,栗原市栗駒沼倉耕英南,38.9133,140.8283,525,1126,宮城県,4,東北,2,1126,A
34026,0,宮城,34,四,Y,Y,Y,気仙沼,ケセンヌマ,気仙沼市舘山,38.9083,141.5550,62,242,宮城県,4,東北,2,0242,A
34096,0,宮城,34,四,Y,Y,Y,川渡,カワタビ,大崎市鳴子温泉字蓬田,38.7433,140.7600,170,243,宮城県,4,東北,2,0243,A
34111,0,宮城,34,四,Y,Y,Y,築館,ツキダテ,栗原市築館左足下,38.7350,141.0050,25,244,宮城県,4,東北,2,0244,A
34171,0,宮城,34,四,Y,Y,Y,米山,ヨネヤマ,登米市米山町西野字的場,38.6267,141.1883,5,1029,宮城県,4,東北,2,1029,A
34186,0,宮城,34,四,Y,Y,Y,志津川,シヅガワ,本吉郡南三陸町志津川字城場,38.6817,141.4483,39,246,宮城県,4,東北,2,0246,A
34216,0,宮城,34,四,Y,Y,Y,古川,フルカワ,大崎市古川大崎字富国,38.5983,140.9117,28,247,宮城県,4,東北,2,0247,A
34266,0,宮城,34,四,Y,Y,Y,大衡,オオヒラ,黒川郡大衡村松の平,38.4733,140.8883,57,248,宮城県,4,東北,2,0248,A
34276,0,宮城,34,四,Y,Y,Y,鹿島台,カシマダイ,大崎市鹿島台広長字内の浦,38.4600,141.0917,3,249,宮城県,4,東北,2,0249,A
34292,0,宮城,34,官,Y,Y,Y,石巻,イシノマキ,石巻市泉町　石巻特別地域気象観測所,38.4267,141.2983,43,47592,宮城県,4,東北,2,47592,S
34311,0,宮城,34,四,Y,Y,Y,新川,ニッカワ,仙台市青葉区新川字清水尻,38.3033,140.6367,265,251,宮城県,4,東北,2,0251,A
34331,0,宮城,34,四,Y,Y,Y,塩釜,シオガマ,塩竃市伊保石,38.3383,141.0133,105,1030,宮城県,4,東北,2,1030,A
34361,0,宮城,34,四,Y,Y,Y,江ノ島,エノシマ,牡鹿郡女川町江島字荒藪,38.3983,141.5967,40,1290,宮城県,4,東北,2,1290,A
34392,0,宮城,34,官,Y,Y,Y,仙台,センダイ,仙台市宮城野区五輪　仙台管区気象台,38.2617,140.8967,39,47590,宮城県,4,東北,2,47590,S
34461,0,宮城,34,四,Y,Y,Y,白石,シロイシ,白石市福岡長袋字湯殿山,38.0150,140.6117,86,256,宮城県,4,東北,2,0256,A
34462,0,宮城,34,四,Y,Y,Y,蔵王,ザオウ,刈田郡蔵王町大字平沢字内屋敷,38.1267,140.6800,112,1564,宮城県,4,東北,2,1564,A
34471,0,宮城,34,四,Y,Y,Y,亘理,ワタリ,亘理郡亘理町字油田,38.0250,140.8583,4,257,宮城県,4,東北,2,0257,A
34506,0,宮城,34,四,Y,Y,Y,丸森,マルモリ,伊具郡丸森町舘矢間舘山字新賢中,37.9317,140.7783,18,1220,宮城県,4,東北,2,1220,A
35002,0,山形,35,四,Y,Y,Y,飛島,トビシマ,酒田市飛島字勝浦乙,39.1833,139.5433,58,1291,山形県,6,東北,2,1291,A
35052,0,山形,35,官,Y,Y,Y,酒田,サカタ,酒田市亀ケ崎　酒田特別地域気象観測所,38.9083,139.8433,3,47587,山形県,6,東北,2,47587,S
35071,0,山形,35,四,Y,Y,Y,差首鍋,サスナベ,最上郡真室川町差首鍋,38.9183,140.2000,88,260,山形県,6,東北,2,0260,A
35116,0,山形,35,四,Y,Y,Y,金山,カネヤマ,最上郡金山町金山字本町,38.8783,140.3317,170,262,山形県,6,東北,2,0262,A
35141,0,山形,35,四,Y,Y,Y,鶴岡,ツルオカ,鶴岡市錦町,38.7350,139.8283,16,263,山形県,6,東北,2,0263,A
35146,0,山形,35,四,Y,Y,Y,狩川,カリカワ,東田川郡庄内町狩川字矢倉,38.8000,139.9733,17,264,山形県,6,東北,2,0264,A
35162,0,山形,35,官,Y,Y,Y,新庄,シンジョウ,新庄市東谷地田町　新庄特別地域気象観測所,38.7567,140.3117,105,47520,山形県,6,東北,2,47520,S
35176,0,山形,35,四,Y,Y,Y,向町,ムカイマチ,最上郡最上町向町,38.7583,140.5167,212,910,山形県,6,東北,2,0910,A
35216,0,山形,35,四,Y,Y,Y,肘折,ヒジオリ,最上郡大蔵村南山,38.6067,140.1633,330,1125,山形県,6,東北,2,1125,A
35231,0,山形,35,四,Y,Y,Y,尾花沢,オバナザワ,尾花沢市尾花沢字上新田,38.6083,140.4117,106,1039,山形県,6,東北,2,1039,A
35246,0,山形,35,四,Y,Y,Y,鼠ケ関,ネズガセキ,鶴岡市鼠ケ関字横路,38.5667,139.5517,18,1040,山形県,6,東北,2,1040,A
35332,0,山形,35,四,Y,Y,Y,村山,ムラヤマ,村山市大字大久保字寄込,38.4600,140.3483,80,1539,山形県,6,東北,2,1539,A
35361,0,山形,35,四,Y,Y,Y,大井沢,オオイサワ,西村山郡西川町大井沢字中村,38.3900,139.9933,440,1292,山形県,6,東北,2,1292,A
35376,0,山形,35,四,Y,Y,Y,左沢,アテラザワ,西村山郡大江町本郷字下夕原己,38.3700,140.1917,133,272,山形県,6,東北,2,0272,A
35426,0,山形,35,官,Y,Y,Y,山形,ヤマガタ,山形市緑町　山形地方気象台,38.2550,140.3450,153,47588,山形県,6,東北,2,47588,S
35456,0,山形,35,四,Y,Y,Y,長井,ナガイ,長井市平山,38.1050,140.0150,210,275,山形県,6,東北,2,0275,A
35486,0,山形,35,四,Y,Y,Y,小国,オグニ,西置賜郡小国町増岡字下林,38.0783,139.7350,140,277,山形県,6,東北,2,0277,A
35511,0,山形,35,四,Y,Y,Y,高畠,タカハタ,東置賜郡高畠町安久津字加茂川原,38.0033,140.2067,220,1132,山形県,6,東北,2,1132,A
35541,0,山形,35,四,Y,Y,Y,高峰,タカミネ,西置賜郡飯豊町高峰,37.9983,139.9567,250,278,山形県,6,東北,2,0278,A
35552,0,山形,35,四,Y,Y,Y,米沢,ヨネザワ,米沢市アルカディア,37.9117,140.1433,245,279,山形県,6,東北,2,0279,A
36056,0,福島,36,四,Y,Y,Y,茂庭,モニワ,福島市飯坂町茂庭字滑滝道,37.8917,140.4367,200,1293,福島県,7,東北,2,1293,A
36066,0,福島,36,四,Y,Y,Y,梁川,ヤナガワ,伊達市梁川町粟野字作田,37.8517,140.5883,43,281,福島県,7,東北,2,0281,A
36106,0,福島,36,四,Y,Y,Y,桧原,ヒバラ,耶麻郡北塩原村桧原字墓下,37.7217,140.0583,824,1282,福島県,7,東北,2,1282,A
36126,0,福島,36,官,Y,Y,Y,福島,フクシマ,福島市松木町　福島地方気象台,37.7583,140.4700,67,47595,福島県,7,東北,2,47595,S
36151,0,福島,36,四,Y,Y,Y,相馬,ソウマ,相馬市成田字五郎右エ門橋,37.7833,140.9250,9,285,福島県,7,東北,2,0285,A
36176,0,福島,36,四,Y,Y,Y,喜多方,キタカタ,喜多方市字押切,37.6583,139.8633,212,286,福島県,7,東北,2,0286,A
36196,0,福島,36,四,Y,Y,Y,鷲倉,ワシクラ,福島市土湯温泉町字鷲倉山国有林,37.6683,140.2600,1220,1116,福島県,7,東北,2,1116,A
36221,0,福島,36,四,Y,Y,Y,飯舘,イイタテ,相馬郡飯舘村草野字大師堂,37.6950,140.7467,446,1130,福島県,7,東北,2,1130,A
36251,0,福島,36,四,Y,Y,Y,西会津,ニシアイヅ,耶麻郡西会津町尾野本字樋ノ口原乙,37.5883,139.6567,165,1031,福島県,7,東北,2,1031,A
36276,0,福島,36,四,Y,Y,Y,猪苗代,イナワシロ,猪苗代町字下園,37.5550,140.1217,522,290,福島県,7,東北,2,0290,A
36291,0,福島,36,四,Y,Y,Y,二本松,ニホンマツ,二本松市金色久保,37.5833,140.4300,235,291,福島県,7,東北,2,0291,A
36342,0,福島,36,四,Y,Y,Y,金山,カネヤマ,大沼郡金山町大字中川字沖根原,37.4733,139.5283,296,1044,福島県,7,東北,2,1044,A
36361,0,福島,36,官,Y,Y,Y,若松,ワカマツ,会津若松市材木町　若松特別地域気象観測所,37.4883,139.9100,212,47570,福島県,7,東北,2,47570,S
36391,0,福島,36,四,Y,Y,Y,船引,フネヒキ,田村市船引町船引字新房院,37.4350,140.5767,421,294,福島県,7,東北,2,0294,A
36411,0,福島,36,四,Y,Y,Y,浪江,ナミエ,双葉郡浪江町川添字北上の原,37.4917,140.9650,47,295,福島県,7,東北,2,0295,A
36426,0,福島,36,四,Y,Y,Y,只見,タダミ,南会津郡只見町只見字原,37.3433,139.3133,377,297,福島県,7,東北,2,0297,A
36476,0,福島,36,四,Y,Y,Y,郡山,コオリヤマ,郡山市安積町成田字東丸山,37.3683,140.3300,249,299,福島県,7,東北,2,0299,A
36501,0,福島,36,四,Y,Y,Y,川内,カワウチ,双葉郡川内村上川内字小山平,37.3367,140.8083,410,1129,福島県,7,東北,2,1129,A
36536,0,福島,36,四,Y,Y,Y,南郷,ナンゴウ,南会津郡南会津町界字梨木平,37.2650,139.5367,494,301,福島県,7,東北,2,0301,A
36562,0,福島,36,四,Y,Y,Y,湯本,ユモト,岩瀬郡天栄村田良尾字持石,37.2767,140.0633,640,1294,福島県,7,東北,2,1294,A
36591,0,福島,36,四,Y,Y,Y,小野新町,オノニイマチ,田村郡小野町小野新町字舘廻,37.2867,140.6250,433,304,福島県,7,東北,2,0304,A
36611,0,福島,36,四,Y,Y,Y,広野,ヒロノ,双葉郡広野町下北迫字大谷地原,37.2333,141.0000,43,1034,福島県,7,東北,2,1034,A
36641,0,福島,36,四,Y,Y,Y,田島,タジマ,南会津郡南会津町田島字東下原,37.2067,139.7950,544,303,福島県,7,東北,2,0303,A
36667,0,福島,36,官,Y,Y,Y,白河,シラカワ,白河市郭内　白河特別地域気象観測所,37.1317,140.2150,355,47597,福島県,7,東北,2,47597,S
36676,0,福島,36,四,Y,Y,Y,石川,イシカワ,石川郡石川町双里字本宮,37.1467,140.4600,290,307,福島県,7,東北,2,0307,A
36716,0,福島,36,四,Y,Y,Y,桧枝岐,ヒノエマタ,南会津郡桧枝岐村下ノ原,37.0233,139.3867,930,1295,福島県,7,東北,2,1295,A
36821,0,福島,36,四,Y,Y,Y,東白川,ヒガシシラカワ,東白川郡塙町大字上石井字新田,36.9383,140.4083,183,312,福島県,7,東北,2,0312,A
36836,0,福島,36,四,Y,Y,Y,山田,ヤマダ,いわき市山田町大谷,36.9333,140.7333,25,1607,福島県,7,東北,2,1607,A
36846,0,福島,36,官,Y,Y,Y,小名浜,オナハマ,いわき市小名浜字船引場　小名浜特別地域気象観測所,36.9467,140.9033,3,47598,福島県,7,東北,2,47598,S
40046,0,茨城,40,四,Y,Y,Y,北茨城,キタイバラキ,北茨城市関南町関本下字小高,36.8417,140.7717,45,315,茨城県,8,関東,3,0315,A
40061,0,茨城,40,四,Y,Y,Y,大子,ダイゴ,久慈郡大子町大子,36.7783,140.3450,120,316,茨城県,8,関東,3,0316,A
40091,0,茨城,40,四,Y,Y,Y,常陸大宮,ヒタチオオミヤ,常陸大宮市上小瀬,36.6067,140.3250,95,1331,茨城県,8,関東,3,1331,A
40136,0,茨城,40,四,Y,Y,Y,日立,ヒタチ,日立市助川町,36.5983,140.6500,52,1011,茨城県,8,関東,3,1011,A
40191,0,茨城,40,四,Y,Y,Y,笠間,カサマ,笠間市石井,36.3833,140.2367,65,318,茨城県,8,関東,3,0318,A
40201,0,茨城,40,官,Y,Y,Y,水戸,ミト,水戸市金町　水戸地方気象台,36.3800,140.4667,29,47629,茨城県,8,関東,3,47629,S
40221,0,茨城,40,四,Y,Y,Y,古河,コガ,古河市北町,36.2017,139.7167,20,320,茨城県,8,関東,3,0320,A
40231,0,茨城,40,四,Y,Y,Y,下館,シモダテ,筑西市西石田,36.2817,139.9883,24,1530,茨城県,8,関東,3,1530,A
40281,0,茨城,40,四,Y,Y,Y,下妻,シモツマ,下妻市二本紀,36.1683,139.9450,20,322,茨城県,8,関東,3,0322,A
40311,0,茨城,40,四,Y,Y,Y,鉾田,ホコタ,鉾田市安房,36.1683,140.5267,32,1245,茨城県,8,関東,3,1245,A
40336,0,茨城,40,官,Y,Y,Y,つくば,ツクバ,つくば市長峰　高層気象台,36.0567,140.1250,25,47646,茨城県,8,関東,3,47646,S
40341,0,茨城,40,四,Y,Y,Y,土浦,ツチウラ,土浦市木田余東台,36.1033,140.2200,26,324,茨城県,8,関東,3,0324,A
40406,0,茨城,40,四,Y,Y,Y,鹿嶋,カシマ,鹿嶋市城山,35.9633,140.6217,37,325,茨城県,8,関東,3,0325,A
40426,0,茨城,40,四,Y,Y,Y,龍ケ崎,リュウガサキ,龍ケ崎市大徳町,35.8900,140.2117,4,1014,茨城県,8,関東,3,1014,A
41011,0,栃木,41,四,Y,Y,Y,那須,ナス,那須郡那須町大島,37.1233,140.0350,749,326,栃木県,9,関東,3,0326,A
41076,0,栃木,41,四,Y,Y,Y,五十里,イカリ,日光市五十里堀割,36.9217,139.6950,620,1015,栃木県,9,関東,3,1015,A
41091,0,栃木,41,四,Y,Y,Y,黒磯,クロイソ,那須塩原市埼玉,36.9817,140.0183,343,329,栃木県,9,関東,3,0329,A
41116,0,栃木,41,四,Y,Y,Y,土呂部,ドロブ,日光市土呂部,36.8933,139.5683,925,1221,栃木県,9,関東,3,1221,A
41141,0,栃木,41,四,Y,Y,Y,大田原,オオタワラ,大田原市宇田川,36.8400,140.0350,188,331,栃木県,9,関東,3,0331,A
41166,0,栃木,41,官,Y,Y,Y,奥日光,オクニッコウ,日光市中宮祠　日光特別地域気象観測所,36.7383,139.5000,1292,47690,栃木県,9,関東,3,47690,S
41171,0,栃木,41,四,Y,Y,Y,今市,イマイチ,日光市瀬川,36.7267,139.6767,414,1333,栃木県,9,関東,3,1333,A
41181,0,栃木,41,四,Y,Y,Y,塩谷,シオヤ,塩谷郡塩谷町大字田所,36.7567,139.8833,225,1334,栃木県,9,関東,3,1334,A
41247,0,栃木,41,四,Y,Y,Y,那須烏山,ナスカラスヤマ,那須烏山市森田字小塙前,36.6417,140.1167,82,1605,栃木県,9,関東,3,1605,A
41271,0,栃木,41,四,Y,Y,Y,鹿沼,カヌマ,鹿沼市見野,36.5917,139.7350,165,335,栃木県,9,関東,3,0335,A
41277,0,栃木,41,官,Y,Y,Y,宇都宮,ウツノミヤ,宇都宮市明保野町　宇都宮地方気象台,36.5483,139.8683,119,47615,栃木県,9,関東,3,47615,S
41331,0,栃木,41,四,Y,Y,Y,真岡,モオカ,真岡市下籠谷,36.4783,139.9867,91,338,栃木県,9,関東,3,0338,A
41361,0,栃木,41,四,Y,Y,Y,佐野,サノ,佐野市田沼町,36.3633,139.5700,68,1018,栃木県,9,関東,3,1018,A
41376,0,栃木,41,四,Y,Y,Y,小山,オヤマ,小山市出井,36.3383,139.8300,44,341,栃木県,9,関東,3,0341,A
42046,0,群馬,42,四,Y,Y,Y,藤原,フジワラ,利根郡みなかみ町藤原字屋倉,36.8633,139.0583,700,1222,群馬県,10,関東,3,1222,A
42091,0,群馬,42,四,Y,Y,Y,みなかみ,ミナカミ,利根郡みなかみ町幸知,36.8000,138.9917,531,1019,群馬県,10,関東,3,1019,A
42121,0,群馬,42,四,Y,Y,Y,草津,クサツ,吾妻郡草津町草津,36.6167,138.5917,1223,343,群馬県,10,関東,3,0343,A
42146,0,群馬,42,四,Y,Y,Y,沼田,ヌマタ,沼田市高橋場町,36.6533,139.0600,439,346,群馬県,10,関東,3,0346,A
42186,0,群馬,42,四,Y,Y,Y,中之条,ナカノジョウ,吾妻郡中之条町伊勢町,36.5867,138.8500,354,1020,群馬県,10,関東,3,1020,A
42221,0,群馬,42,四,Y,Y,Y,田代,タシロ,吾妻郡嬬恋村田代,36.4633,138.4633,1230,348,群馬県,10,関東,3,0348,A
42251,0,群馬,42,官,Y,Y,Y,前橋,マエバシ,前橋市昭和町　前橋地方気象台,36.4050,139.0600,112,47624,群馬県,10,関東,3,47624,S
42266,0,群馬,42,四,Y,Y,Y,桐生,キリュウ,桐生市広沢町,36.3833,139.3450,87,351,群馬県,10,関東,3,0351,A
42286,0,群馬,42,四,Y,Y,Y,上里見,カミサトミ,高崎市上里見町,36.3767,138.8950,183,353,群馬県,10,関東,3,0353,A
42302,0,群馬,42,四,Y,Y,Y,伊勢崎,イセサキ,伊勢崎市宮子町,36.3317,139.1650,64,1021,群馬県,10,関東,3,1021,A
42326,0,群馬,42,四,Y,Y,Y,西野牧,ニシノマキ,甘楽郡下仁田町西野牧,36.2450,138.7067,375,354,群馬県,10,関東,3,0354,A
42366,0,群馬,42,四,Y,Y,Y,館林,タテバヤシ,館林市美園町,36.2333,139.5317,21,356,群馬県,10,関東,3,0356,A
42396,0,群馬,42,四,Y,Y,Y,神流,カンナ,多野郡神流町大字黒田字坂井道下,36.1083,138.8967,357,1223,群馬県,10,関東,3,1223,A
43051,0,埼玉,43,四,Y,Y,Y,寄居,ヨリイ,大里郡寄居町大字折原,36.1050,139.1833,128,1009,埼玉県,11,関東,3,1009,A
43056,0,埼玉,43,官,Y,Y,Y,熊谷,クマガヤ,熊谷市桜町　熊谷地方気象台,36.1500,139.3800,30,47626,埼玉県,11,関東,3,47626,S
43126,0,埼玉,43,四,Y,Y,Y,久喜,クキ,久喜市六万部,36.0867,139.6350,12,359,埼玉県,11,関東,3,0359,A
